id,sugar_level,calories,weight,fat,food_color
2387,122.84 gr,381 cal,1196.22 gr,26 gr,Black
2388,5.200000000000003 gr,341 cal,101.24 gr,36 gr,Lemon Yellow
2389,107.6 gr,600 cal,1625.29 gr,24 gr,Coffee
2390,154.43 gr,485 cal,361.76 gr,33 gr,Green
2391,76.69 gr,615 cal,457.45 gr,33 gr,Rose
2392,23.58 gr,292 cal,33.62 gr,14 gr,Navy Blue
2393,111.81 gr,363 cal,409.64 gr,21 gr,Black
2394,112.67 gr,708 cal,163.1 gr,28 gr,Sunset Yellow
2395,31.570000000000007 gr,214 cal,1547.13 gr,17 gr,Rose
2396,8.430000000000007 gr,140 cal,341.12 gr,10 gr,Grass Green
2397,125.04 gr,496 cal,431.81 gr,25 gr,Grass Green
2398,99.24999999999999 gr,343 cal,1807.25 gr,-8 gr,Green
2399,4.0 gr,143 cal,844.03 gr,14 gr,Lemon Yellow
2400,-0.06999999999999318 gr,115 cal,388.61 gr,-2 gr,Green
2401,121.78999999999999 gr,537 cal,695.74 gr,24 gr,Black
2402,51.62000000000002 gr,357 cal,395.82 gr,2 gr,Sunset Red
2403,94.32 gr,531 cal,1505.75 gr,41 gr,Black
2404,66.53 gr,154 cal,1514.19 gr,5 gr,Purple
2405,128.37 gr,386 cal,1566.81 gr,35 gr,Sunset Yellow
2406,6.030000000000001 gr,386 cal,57.44 gr,38 gr,Sunset Red
2407,48.66999999999999 gr,262 cal,883.18 gr,44 gr,Rose
2408,73.46000000000001 gr,47 cal,226.81 gr,1 gr,Coffee
2409,58.97 gr,225 cal,144.59 gr,17 gr,Rose
2410,140.14000000000001 gr,268 cal,199.43 gr,11 gr,Sunset Yellow
2411,110.88999999999999 gr,433 cal,1417.6 gr,26 gr,Rose
2412,55.58 gr,237 cal,360.98 gr,20 gr,Grass Green
2413,-4.359999999999999 gr,237 cal,1782.97 gr,8 gr,Black
2414,28.989999999999995 gr,-13 cal,1398.69 gr,5 gr,Purple
2415,3.5700000000000074 gr,94 cal,972.7 gr,6 gr,Sunset Red
2416,77.49 gr,446 cal,1164.34 gr,-3 gr,Rose
2417,47.70000000000002 gr,242 cal,1365.47 gr,8 gr,Black
2418,18.03 gr,338 cal,862.35 gr,7 gr,Grass Green
2419,118.44 gr,517 cal,1642.65 gr,26 gr,Sunset Red
2420,17.38000000000001 gr,395 cal,128.86 gr,30 gr,Green
2421,120.41999999999999 gr,499 cal,1516.2 gr,29 gr,Navy Blue
2422,78.2 gr,494 cal,1547.96 gr,14 gr,Purple
2423,127.51 gr,464 cal,12.93 gr,17 gr,Grass Green
2424,67.27 gr,510 cal,1818.42 gr,33 gr,Sunset Yellow
2425,,313 cal,1787.53 gr,42 gr,Sunset Red
2426,-1.3599999999999994 gr,308 cal,474.3 gr,1 gr,Navy Blue
2427,106.59 gr,395 cal,1147.12 gr,13 gr,Green
2428,65.82 gr,72 cal,347.6 gr,4 gr,Grass Green
2429,77.47 gr,584 cal,139.85 gr,30 gr,Sunset Red
2430,92.35000000000001 gr,601 cal,998.79 gr,30 gr,Rose
2431,151.0 gr,347 cal,697.42 gr,23 gr,Rose
2432,86.11 gr,463 cal,278.55 gr,31 gr,Sunset Yellow
2433,23.180000000000007 gr,-32 cal,1890.63 gr,40 gr,Coffee
2434,6.489999999999995 gr,121 cal,1484.23 gr,-9 gr,Black
2435,66.31000000000002 gr,446 cal,1978.37 gr,-4 gr,Grass Green
2436,13.259999999999991 gr,282 cal,1426.72 gr,10 gr,Black
2437,106.35 gr,622 cal,,42 gr,Navy Blue
2438,84.63999999999999 gr,66 cal,1522.51 gr,38 gr,Rose
2439,18.150000000000006 gr,242 cal,488.39 gr,1 gr,Rose
2440,86.44 gr,493 cal,1234.65 gr,7 gr,Navy Blue
2441,156.51 gr,568 cal,164.06 gr,31 gr,Navy Blue
2442,69.08 gr,384 cal,263.61 gr,25 gr,Purple
2443,95.71000000000001 gr,437 cal,912.12 gr,16 gr,Sunset Yellow
2444,111.67000000000002 gr,547 cal,1503.87 gr,42 gr,Sunset Yellow
2445,84.47 gr,652 cal,827.22 gr,17 gr,Coffee
2446,126.69 gr,492 cal,675.17 gr,24 gr,Sunset Red
2447,79.5 gr,381 cal,1312.83 gr,25 gr,Navy Blue
2448,148.79999999999998 gr,317 cal,1591.52 gr,34 gr,Grass Green
2449,164.25 gr,674 cal,1713.76 gr,40 gr,Sunset Red
2450,54.02000000000001 gr,52 cal,824.88 gr,6 gr,Lemon Yellow
2451,95.24000000000001 gr,197 cal,,18 gr,Purple
2452,36.709999999999994 gr,315 cal,1375.31 gr,16 gr,Rose
2453,-6.760000000000005 gr,137 cal,125.14 gr,11 gr,Rose
2454,31.659999999999997 gr,316 cal,1960.02 gr,11 gr,Lemon Yellow
2455,60.040000000000006 gr,198 cal,1710.12 gr,-9 gr,Navy Blue
2456,135.23 gr,525 cal,1523.74 gr,25 gr,Sunset Red
2457,140.37 gr,510 cal,277.0 gr,41 gr,Purple
2458,44.93000000000001 gr,77 cal,496.91 gr,38 gr,Grass Green
2459,170.32 gr,456 cal,475.99 gr,30 gr,Purple
2460,75.44 gr,401 cal,965.28 gr,25 gr,Sunset Red
2461,78.79 gr,383 cal,1538.62 gr,35 gr,Navy Blue
2462,109.13 gr,426 cal,1828.07 gr,8 gr,Coffee
2463,133.94 gr,275 cal,1039.86 gr,38 gr,Sunset Red
2464,155.42 gr,501 cal,1802.24 gr,26 gr,Black
2465,63.69 gr,348 cal,1314.48 gr,38 gr,Rose
2466,145.53 gr,318 cal,1153.87 gr,37 gr,Rose
2467,73.32 gr,234 cal,173.86 gr,-2 gr,Navy Blue
2468,136.45 gr,,165.43 gr,20 gr,Purple
2469,161.63 gr,377 cal,63.02 gr,37 gr,Navy Blue
2470,88.80999999999999 gr,283 cal,348.28 gr,16 gr,Lemon Yellow
2471,31.780000000000015 gr,210 cal,1096.58 gr,-1 gr,Green
2472,60.16 gr,235 cal,1485.26 gr,9 gr,Coffee
2473,100.18 gr,,1918.3 gr,15 gr,Sunset Red
2474,56.90999999999998 gr,351 cal,605.35 gr,27 gr,Navy Blue
2475,83.39 gr,525 cal,1167.31 gr,20 gr,Sunset Yellow
2476,78.33 gr,410 cal,684.35 gr,22 gr,Green
2477,60.42 gr,490 cal,1049.82 gr,33 gr,Purple
2478,123.05000000000001 gr,613 cal,135.21 gr,29 gr,Rose
2479,148.06 gr,318 cal,1842.6 gr,35 gr,Green
2480,32.00999999999999 gr,69 cal,958.67 gr,5 gr,Green
2481,124.91 gr,520 cal,1047.43 gr,24 gr,Navy Blue
2482,73.86 gr,284 cal,1953.47 gr,17 gr,Green
2483,30.730000000000004 gr,79 cal,491.91 gr,28 gr,Black
2484,71.6 gr,405 cal,629.59 gr,38 gr,Navy Blue
2485,128.59 gr,683 cal,545.06 gr,37 gr,Grass Green
2486,110.93 gr,553 cal,1384.68 gr,21 gr,Green
2487,68.28999999999999 gr,491 cal,926.28 gr,18 gr,Lemon Yellow
2488,109.08 gr,303 cal,99.83 gr,29 gr,Rose
2489,111.98 gr,545 cal,305.19 gr,25 gr,Coffee
2490,67.07 gr,225 cal,426.8 gr,35 gr,Grass Green
2491,123.50999999999999 gr,505 cal,698.18 gr,19 gr,Lemon Yellow
2492,109.09 gr,433 cal,524.54 gr,49 gr,Navy Blue
2493,24.290000000000006 gr,72 cal,809.49 gr,16 gr,Navy Blue
2494,101.62 gr,81 cal,1809.65 gr,28 gr,Sunset Red
2495,31.909999999999997 gr,489 cal,914.11 gr,14 gr,Coffee
2496,111.55 gr,365 cal,380.9 gr,30 gr,Sunset Yellow
2497,138.89 gr,796 cal,1368.22 gr,31 gr,Coffee
2498,132.87 gr,440 cal,198.17 gr,49 gr,Navy Blue
2499,80.24999999999999 gr,273 cal,1544.38 gr,28 gr,Navy Blue
2500,110.18 gr,491 cal,375.3 gr,39 gr,Sunset Yellow
2501,93.43 gr,450 cal,133.94 gr,37 gr,Purple
2502,119.85 gr,506 cal,1211.1 gr,37 gr,Navy Blue
2503,32.39 gr,390 cal,358.31 gr,21 gr,Grass Green
2504,104.49000000000001 gr,545 cal,1855.66 gr,31 gr,Rose
2505,98.96 gr,,849.91 gr,27 gr,Green
2506,99.71000000000001 gr,-29 cal,693.99 gr,-4 gr,Coffee
2507,46.88000000000001 gr,382 cal,577.62 gr,-8 gr,Grass Green
2508,56.290000000000006 gr,568 cal,10.81 gr,43 gr,Lemon Yellow
2509,105.58 gr,409 cal,1664.19 gr,25 gr,Coffee
2510,23.61999999999999 gr,5 cal,873.87 gr,4 gr,Lemon Yellow
2511,139.74 gr,497 cal,145.21 gr,31 gr,Rose
2512,82.00999999999999 gr,385 cal,1777.89 gr,22 gr,Black
2513,123.78999999999999 gr,746 cal,212.78 gr,32 gr,Sunset Yellow
2514,12.670000000000002 gr,385 cal,571.26 gr,18 gr,Sunset Yellow
2515,79.42 gr,98 cal,1605.87 gr,12 gr,Coffee
2516,108.46000000000001 gr,428 cal,826.02 gr,15 gr,Purple
2517,32.88000000000001 gr,458 cal,152.42 gr,12 gr,Rose
2518,68.79 gr,192 cal,985.86 gr,4 gr,Lemon Yellow
2519,148.18 gr,447 cal,1241.01 gr,39 gr,Grass Green
2520,159.71 gr,399 cal,311.54 gr,27 gr,Black
2521,55.56 gr,477 cal,771.47 gr,14 gr,Sunset Red
2522,13.480000000000004 gr,-21 cal,1170.9 gr,4 gr,Sunset Yellow
2523,174.9 gr,509 cal,1015.26 gr,29 gr,Black
2524,33.239999999999995 gr,241 cal,1246.17 gr,12 gr,Purple
2525,114.38999999999999 gr,408 cal,1315.76 gr,3 gr,Black
2526,163.49 gr,470 cal,925.67 gr,18 gr,Sunset Yellow
2527,40.81 gr,253 cal,1312.75 gr,7 gr,Sunset Red
2528,13.959999999999994 gr,291 cal,1941.4 gr,18 gr,Coffee
2529,137.88 gr,445 cal,1570.48 gr,25 gr,Rose
2530,94.22 gr,367 cal,274.66 gr,23 gr,Grass Green
2531,11.159999999999997 gr,137 cal,117.16 gr,14 gr,Sunset Yellow
2532,76.8 gr,614 cal,1050.37 gr,36 gr,Green
2533,-2.549999999999997 gr,225 cal,852.95 gr,8 gr,Rose
2534,75.92999999999999 gr,202 cal,1157.98 gr,13 gr,Coffee
2535,151.89 gr,447 cal,1941.1 gr,30 gr,Rose
2536,77.86 gr,602 cal,793.23 gr,45 gr,Black
2537,48.94 gr,96 cal,476.2 gr,5 gr,Grass Green
2538,131.89 gr,410 cal,51.62 gr,25 gr,Sunset Yellow
2539,100.48 gr,36 cal,1138.71 gr,23 gr,Sunset Red
2540,62.59 gr,372 cal,1717.18 gr,4 gr,Sunset Red
2541,107.11 gr,717 cal,929.52 gr,33 gr,Coffee
2542,125.34 gr,548 cal,232.17 gr,32 gr,Black
2543,37.07000000000001 gr,225 cal,1790.48 gr,-3 gr,Sunset Red
2544,27.029999999999987 gr,158 cal,1477.82 gr,11 gr,Coffee
2545,87.19 gr,689 cal,1441.65 gr,27 gr,Lemon Yellow
2546,130.07 gr,514 cal,1128.54 gr,28 gr,Navy Blue
2547,132.37 gr,331 cal,420.78 gr,36 gr,Rose
2548,171.17000000000002 gr,427 cal,1907.37 gr,29 gr,Black
2549,78.18 gr,63 cal,1200.12 gr,1 gr,Navy Blue
2550,58.37 gr,609 cal,697.78 gr,34 gr,Purple
2551,77.17 gr,49 cal,440.13 gr,-3 gr,Lemon Yellow
2552,8.469999999999999 gr,327 cal,1165.41 gr,25 gr,Sunset Yellow
2553,65.68 gr,582 cal,1825.87 gr,27 gr,Green
2554,77.06 gr,768 cal,961.14 gr,31 gr,Sunset Red
2555,129.06 gr,469 cal,1168.57 gr,27 gr,Grass Green
2556,76.64 gr,363 cal,1920.94 gr,1 gr,Sunset Red
2557,48.33 gr,287 cal,134.42 gr,30 gr,Sunset Red
2558,125.72999999999999 gr,650 cal,1288.77 gr,23 gr,Navy Blue
2559,99.25 gr,389 cal,754.25 gr,38 gr,Green
2560,167.08 gr,418 cal,1719.91 gr,25 gr,Sunset Yellow
2561,77.72 gr,626 cal,1612.18 gr,23 gr,
2562,111.53 gr,398 cal,1296.47 gr,44 gr,Coffee
2563,132.97000000000003 gr,525 cal,879.09 gr,16 gr,Coffee
2564,34.510000000000005 gr,99 cal,1438.41 gr,-9 gr,Grass Green
2565,8.5 gr,415 cal,907.2 gr,20 gr,Navy Blue
2566,65.27 gr,455 cal,759.58 gr,34 gr,Rose
2567,106.96000000000001 gr,373 cal,427.29 gr,22 gr,Sunset Yellow
2568,51.140000000000015 gr,277 cal,301.9 gr,20 gr,Navy Blue
2569,49.08999999999999 gr,293 cal,1045.77 gr,29 gr,Lemon Yellow
2570,68.33999999999999 gr,280 cal,199.58 gr,30 gr,Coffee
2571,104.12 gr,448 cal,299.89 gr,40 gr,Lemon Yellow
2572,,334 cal,732.39 gr,0 gr,Rose
2573,171.61 gr,645 cal,1795.53 gr,27 gr,Coffee
2574,66.06 gr,301 cal,182.39 gr,44 gr,Navy Blue
2575,99.1 gr,561 cal,836.1 gr,44 gr,Navy Blue
2576,41.89999999999999 gr,302 cal,1265.24 gr,29 gr,Grass Green
2577,80.37 gr,585 cal,1689.33 gr,32 gr,Black
2578,94.71000000000001 gr,592 cal,665.57 gr,36 gr,Sunset Yellow
2579,138.73000000000002 gr,482 cal,1000.38 gr,40 gr,Purple
2580,75.36 gr,352 cal,1194.83 gr,13 gr,Black
2581,-5.819999999999993 gr,134 cal,372.69 gr,14 gr,Sunset Red
2582,133.55 gr,530 cal,1829.72 gr,42 gr,Sunset Red
2583,4.36999999999999 gr,290 cal,0.67 gr,-3 gr,Lemon Yellow
2584,-6.509999999999991 gr,361 cal,1982.63 gr,22 gr,Sunset Red
2585,101.72 gr,409 cal,726.59 gr,45 gr,Sunset Yellow
2586,76.65 gr,369 cal,801.4 gr,0 gr,Sunset Yellow
2587,169.32 gr,595 cal,1339.54 gr,42 gr,Coffee
2588,40.81 gr,30 cal,628.33 gr,1 gr,Green
2589,25.349999999999994 gr,489 cal,1662.96 gr,13 gr,Purple
2590,132.68 gr,543 cal,1587.06 gr,32 gr,Lemon Yellow
2591,114.4 gr,650 cal,571.84 gr,41 gr,Sunset Red
2592,72.24999999999999 gr,398 cal,370.31 gr,-5 gr,Black
2593,19.599999999999994 gr,355 cal,1548.92 gr,,Navy Blue
2594,14.090000000000003 gr,297 cal,1389.89 gr,39 gr,Rose
2595,169.0 gr,730 cal,119.81 gr,26 gr,Navy Blue
2596,143.5 gr,375 cal,1140.2 gr,43 gr,Green
2597,83.05 gr,292 cal,603.93 gr,9 gr,Sunset Yellow
2598,120.04 gr,449 cal,1170.38 gr,16 gr,Sunset Red
2599,140.35 gr,505 cal,324.49 gr,34 gr,Grass Green
2600,128.06 gr,516 cal,1349.52 gr,30 gr,Black
2601,93.18 gr,75 cal,1433.62 gr,12 gr,Lemon Yellow
2602,108.8 gr,491 cal,435.35 gr,29 gr,Sunset Yellow
2603,182.16 gr,507 cal,1079.34 gr,29 gr,Sunset Red
2604,51.75999999999999 gr,530 cal,1031.77 gr,-10 gr,Lemon Yellow
2605,167.9 gr,339 cal,1799.82 gr,24 gr,Navy Blue
2606,4.689999999999998 gr,403 cal,408.63 gr,19 gr,Green
2607,71.64000000000001 gr,348 cal,795.29 gr,10 gr,Sunset Yellow
2608,104.75 gr,619 cal,1614.58 gr,25 gr,Sunset Yellow
2609,136.86 gr,476 cal,1133.71 gr,33 gr,Grass Green
2610,73.00999999999999 gr,314 cal,865.75 gr,17 gr,Coffee
2611,137.5 gr,359 cal,383.5 gr,25 gr,Lemon Yellow
2612,139.97 gr,682 cal,796.69 gr,23 gr,Purple
2613,5.660000000000011 gr,398 cal,741.43 gr,23 gr,Black
2614,115.05000000000001 gr,476 cal,1709.36 gr,32 gr,Lemon Yellow
2615,119.27 gr,670 cal,406.97 gr,25 gr,Green
2616,32.519999999999996 gr,486 cal,465.66 gr,18 gr,Green
2617,134.94 gr,564 cal,260.29 gr,27 gr,Sunset Red
2618,102.11 gr,495 cal,1042.7 gr,24 gr,Grass Green
2619,78.37 gr,342 cal,1937.57 gr,29 gr,Rose
2620,121.87 gr,435 cal,354.36 gr,26 gr,Grass Green
2621,89.67 gr,241 cal,18.22 gr,28 gr,Black
2622,41.280000000000015 gr,194 cal,1350.51 gr,24 gr,Lemon Yellow
2623,159.09 gr,521 cal,788.38 gr,17 gr,Grass Green
2624,123.28 gr,504 cal,1259.32 gr,25 gr,Purple
2625,132.41 gr,297 cal,998.48 gr,30 gr,Navy Blue
2626,119.9 gr,478 cal,1913.3 gr,30 gr,Lemon Yellow
2627,136.68 gr,658 cal,1078.63 gr,36 gr,Black
2628,47.73999999999998 gr,534 cal,4.93 gr,14 gr,Grass Green
2629,160.17000000000002 gr,381 cal,797.84 gr,25 gr,Sunset Red
2630,133.3 gr,327 cal,657.18 gr,33 gr,
2631,129.66 gr,543 cal,1971.85 gr,17 gr,Rose
2632,94.10999999999999 gr,225 cal,1282.42 gr,12 gr,Rose
2633,121.81 gr,435 cal,1165.96 gr,33 gr,Rose
2634,3.029999999999987 gr,289 cal,1294.55 gr,7 gr,Navy Blue
2635,-1.1500000000000057 gr,272 cal,1539.8 gr,10 gr,Navy Blue
2636,149.06 gr,521 cal,330.21 gr,37 gr,Grass Green
2637,15.870000000000005 gr,332 cal,964.28 gr,9 gr,Sunset Red
2638,109.91 gr,221 cal,177.71 gr,32 gr,Green
2639,83.16 gr,112 cal,1964.89 gr,17 gr,Sunset Yellow
2640,112.41 gr,482 cal,1003.45 gr,28 gr,Sunset Red
2641,-0.9199999999999875 gr,95 cal,1583.14 gr,4 gr,Sunset Yellow
2642,102.25999999999999 gr,453 cal,1456.91 gr,38 gr,Sunset Red
2643,100.19 gr,621 cal,1382.13 gr,17 gr,Coffee
2644,126.02 gr,218 cal,1359.3 gr,5 gr,Coffee
2645,59.17 gr,101 cal,631.0 gr,15 gr,Navy Blue
2646,75.46 gr,602 cal,328.02 gr,46 gr,Sunset Yellow
2647,32.260000000000005 gr,-17 cal,1665.31 gr,17 gr,Navy Blue
2648,41.3 gr,206 cal,1337.9 gr,6 gr,Coffee
2649,116.06 gr,284 cal,236.17 gr,44 gr,Grass Green
2650,16.790000000000006 gr,322 cal,686.81 gr,16 gr,Purple
2651,57.870000000000005 gr,522 cal,777.89 gr,3 gr,Lemon Yellow
2652,,748 cal,1702.52 gr,34 gr,Green
2653,160.44 gr,652 cal,379.76 gr,37 gr,Grass Green
2654,101.52000000000001 gr,218 cal,1085.51 gr,21 gr,Rose
2655,167.64 gr,343 cal,1806.24 gr,33 gr,Grass Green
2656,26.89 gr,463 cal,734.83 gr,17 gr,Purple
2657,150.72 gr,497 cal,901.55 gr,20 gr,Rose
2658,91.82 gr,362 cal,1100.89 gr,10 gr,
2659,30.349999999999994 gr,179 cal,1137.26 gr,10 gr,Sunset Red
2660,97.92 gr,221 cal,711.31 gr,1 gr,Coffee
2661,83.80000000000001 gr,359 cal,1941.83 gr,17 gr,Purple
2662,21.930000000000007 gr,151 cal,411.43 gr,22 gr,Sunset Red
2663,30.14 gr,161 cal,755.36 gr,11 gr,Green
2664,43.83 gr,202 cal,1932.81 gr,1 gr,Black
2665,93.77 gr,336 cal,574.59 gr,29 gr,Sunset Yellow
2666,117.49 gr,442 cal,124.06 gr,40 gr,Rose
2667,112.33000000000001 gr,524 cal,787.16 gr,22 gr,Grass Green
2668,118.11 gr,78 cal,605.56 gr,21 gr,Sunset Red
2669,74.18 gr,359 cal,1809.91 gr,6 gr,Navy Blue
2670,91.89999999999999 gr,192 cal,1435.97 gr,4 gr,Rose
2671,131.53 gr,730 cal,1981.69 gr,18 gr,Navy Blue
2672,149.76999999999998 gr,436 cal,861.87 gr,25 gr,Lemon Yellow
2673,68.14 gr,477 cal,125.33 gr,5 gr,Grass Green
2674,121.4 gr,576 cal,69.83 gr,43 gr,Grass Green
2675,30.540000000000006 gr,7 cal,858.48 gr,28 gr,Lemon Yellow
2676,157.78 gr,708 cal,1107.97 gr,45 gr,Purple
2677,70.37 gr,427 cal,243.74 gr,-14 gr,Black
2678,80.57 gr,502 cal,184.15 gr,27 gr,Green
2679,105.97999999999999 gr,316 cal,686.49 gr,23 gr,Black
2680,78.83 gr,357 cal,57.93 gr,36 gr,Lemon Yellow
2681,136.81 gr,573 cal,776.71 gr,29 gr,Rose
2682,-4.170000000000002 gr,193 cal,166.67 gr,8 gr,Purple
2683,72.91 gr,467 cal,553.24 gr,28 gr,Sunset Yellow
2684,109.97 gr,708 cal,487.66 gr,41 gr,Green
2685,80.95 gr,28 cal,1271.03 gr,15 gr,Black
2686,84.52999999999999 gr,179 cal,1381.03 gr,-4 gr,Green
2687,85.43 gr,176 cal,1478.44 gr,19 gr,Rose
2688,66.95 gr,115 cal,1803.11 gr,33 gr,Grass Green
2689,81.02 gr,473 cal,1872.32 gr,39 gr,Coffee
2690,62.30000000000001 gr,292 cal,1409.93 gr,-2 gr,Navy Blue
2691,43.77000000000001 gr,65 cal,732.61 gr,-12 gr,Grass Green
2692,66.2 gr,286 cal,664.96 gr,16 gr,Navy Blue
2693,91.58 gr,341 cal,363.66 gr,13 gr,Black
2694,92.94000000000001 gr,264 cal,1121.8 gr,19 gr,Sunset Red
2695,60.69 gr,508 cal,851.62 gr,30 gr,Sunset Red
2696,30.75 gr,442 cal,729.86 gr,11 gr,Rose
2697,92.46000000000001 gr,467 cal,866.72 gr,35 gr,Sunset Red
2698,75.46999999999998 gr,414 cal,224.14 gr,37 gr,Lemon Yellow
2699,112.54 gr,409 cal,685.27 gr,24 gr,Lemon Yellow
2700,45.34 gr,432 cal,617.41 gr,1 gr,Purple
2701,91.50000000000001 gr,429 cal,424.98 gr,2 gr,Grass Green
2702,58.25 gr,115 cal,326.04 gr,-7 gr,Navy Blue
2703,150.12 gr,290 cal,521.03 gr,37 gr,Green
2704,71.51 gr,556 cal,1973.61 gr,33 gr,Grass Green
2705,-5.019999999999996 gr,105 cal,420.55 gr,12 gr,Purple
2706,160.54000000000002 gr,649 cal,1433.42 gr,33 gr,Grass Green
2707,94.95 gr,529 cal,1843.19 gr,45 gr,Sunset Red
2708,74.97 gr,466 cal,481.74 gr,15 gr,Rose
2709,142.7 gr,345 cal,478.95 gr,22 gr,Lemon Yellow
2710,82.16000000000001 gr,401 cal,1659.74 gr,32 gr,Green
2711,121.19999999999999 gr,535 cal,1038.89 gr,44 gr,Rose
2712,64.34 gr,122 cal,1295.42 gr,30 gr,Sunset Red
2713,21.290000000000006 gr,19 cal,952.83 gr,0 gr,Lemon Yellow
2714,-11.590000000000003 gr,395 cal,1678.5 gr,6 gr,Coffee
2715,80.87 gr,449 cal,1778.65 gr,5 gr,Sunset Yellow
2716,115.14 gr,484 cal,1553.78 gr,40 gr,Green
2717,27.75999999999999 gr,109 cal,1210.08 gr,12 gr,Rose
2718,144.92 gr,669 cal,980.91 gr,38 gr,Grass Green
2719,138.29 gr,676 cal,1571.05 gr,34 gr,Grass Green
2720,92.86 gr,753 cal,1266.85 gr,15 gr,Lemon Yellow
2721,49.10000000000001 gr,263 cal,803.62 gr,8 gr,Sunset Red
2722,20.22 gr,147 cal,112.24 gr,6 gr,Sunset Red
2723,39.78999999999999 gr,103 cal,583.51 gr,10 gr,Green
2724,88.41 gr,132 cal,662.93 gr,10 gr,Coffee
2725,151.32 gr,563 cal,1911.92 gr,21 gr,Sunset Yellow
2726,98.24000000000001 gr,277 cal,1677.45 gr,16 gr,Green
2727,28.950000000000003 gr,532 cal,350.04 gr,15 gr,Grass Green
2728,52.44000000000001 gr,83 cal,646.83 gr,18 gr,Sunset Red
2729,47.599999999999994 gr,261 cal,1497.88 gr,26 gr,Sunset Red
2730,100.62 gr,542 cal,1572.1 gr,31 gr,Sunset Yellow
2731,85.99 gr,382 cal,1181.89 gr,21 gr,Black
2732,70.72 gr,596 cal,1500.4 gr,40 gr,Purple
2733,59.69 gr,610 cal,1460.03 gr,21 gr,Green
2734,113.77 gr,455 cal,1061.53 gr,24 gr,Sunset Red
2735,114.42999999999999 gr,391 cal,1189.23 gr,26 gr,Purple
2736,131.76999999999998 gr,562 cal,1100.68 gr,17 gr,Grass Green
2737,85.71 gr,169 cal,1418.96 gr,32 gr,Black
2738,39.0 gr,170 cal,1467.34 gr,18 gr,Grass Green
2739,95.24999999999999 gr,143 cal,953.55 gr,20 gr,Rose
2740,123.97999999999999 gr,411 cal,1402.54 gr,44 gr,Green
2741,78.96000000000001 gr,474 cal,1142.46 gr,-1 gr,Black
2742,59.889999999999986 gr,166 cal,1722.92 gr,26 gr,
2743,123.47999999999999 gr,339 cal,1083.02 gr,25 gr,Sunset Yellow
2744,136.15 gr,719 cal,389.21 gr,38 gr,Navy Blue
2745,151.77 gr,703 cal,71.02 gr,40 gr,Green
2746,161.48 gr,506 cal,469.56 gr,31 gr,Purple
2747,105.75999999999999 gr,597 cal,1649.02 gr,23 gr,Grass Green
2748,77.88000000000001 gr,184 cal,1097.56 gr,18 gr,Rose
2749,102.46000000000001 gr,551 cal,807.92 gr,18 gr,Grass Green
2750,84.45 gr,394 cal,588.38 gr,40 gr,Green
2751,158.19 gr,582 cal,1106.49 gr,16 gr,Sunset Yellow
2752,93.99000000000001 gr,-22 cal,1674.31 gr,3 gr,Coffee
2753,156.29000000000002 gr,739 cal,396.09 gr,23 gr,Rose
2754,112.03 gr,261 cal,1484.91 gr,28 gr,Sunset Yellow
2755,141.2 gr,395 cal,759.85 gr,30 gr,Sunset Yellow
2756,12.72999999999999 gr,166 cal,168.95 gr,-11 gr,Black
2757,34.129999999999995 gr,368 cal,995.52 gr,15 gr,Navy Blue
2758,65.57999999999998 gr,94 cal,1164.38 gr,35 gr,Black
2759,40.760000000000005 gr,130 cal,,22 gr,Coffee
2760,36.47999999999999 gr,359 cal,1707.12 gr,16 gr,Sunset Yellow
2761,-19.25 gr,500 cal,467.27 gr,29 gr,Grass Green
2762,85.7 gr,365 cal,1092.08 gr,37 gr,Black
2763,105.11000000000001 gr,394 cal,1285.1 gr,8 gr,Rose
2764,69.78999999999999 gr,180 cal,77.42 gr,14 gr,Black
2765,-0.4099999999999966 gr,226 cal,1298.44 gr,11 gr,Coffee
2766,58.81000000000002 gr,369 cal,590.96 gr,3 gr,Rose
2767,-0.4099999999999966 gr,300 cal,1969.27 gr,24 gr,Grass Green
2768,168.45 gr,758 cal,1209.46 gr,21 gr,Purple
2769,133.91 gr,407 cal,475.48 gr,25 gr,Grass Green
2770,120.09 gr,659 cal,1270.27 gr,44 gr,Sunset Red
2771,14.310000000000002 gr,338 cal,457.4 gr,5 gr,Black
2772,99.16999999999999 gr,247 cal,1867.06 gr,8 gr,Lemon Yellow
2773,16.439999999999998 gr,263 cal,1641.75 gr,9 gr,Purple
2774,4.200000000000003 gr,507 cal,804.38 gr,20 gr,Sunset Yellow
2775,123.03999999999999 gr,754 cal,1787.6 gr,44 gr,Green
2776,142.64 gr,584 cal,1386.26 gr,19 gr,Rose
2777,19.120000000000005 gr,332 cal,438.8 gr,-1 gr,Black
2778,80.60999999999999 gr,351 cal,994.13 gr,7 gr,Coffee
2779,91.07999999999998 gr,530 cal,365.7 gr,5 gr,Sunset Red
2780,-7.8999999999999915 gr,298 cal,1462.12 gr,1 gr,Sunset Red
2781,93.06 gr,403 cal,762.72 gr,30 gr,Black
2782,57.30000000000001 gr,285 cal,1328.96 gr,22 gr,Purple
2783,38.019999999999996 gr,351 cal,813.34 gr,29 gr,Sunset Red
2784,160.18 gr,525 cal,763.92 gr,38 gr,Sunset Red
2785,158.38 gr,396 cal,1307.1 gr,33 gr,Rose
2786,91.11999999999999 gr,66 cal,917.47 gr,3 gr,Purple
2787,141.91 gr,559 cal,1923.63 gr,25 gr,Lemon Yellow
